Date,Airport,City,Season,Temperature,Total_Flights,Domestic_Flights,International_Flights,Load_Factor (%),Weather_Good,Economic_Trend,Is_Weekend,Peak_Season,Holiday,Predicted_Footfall,Actual_Footfall
11-07-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,28,551,377,174,84.75577994,1,0.93754143,0,1,0,143205,150512
12-07-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,26,299,246,53,78.11653168,1,0.962650207,0,1,0,112566,115274
13-07-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,24,386,263,123,91.35864957,1,1.008033073,1,1,0,103167,107377
14-07-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,30,265,214,51,89.78381809,1,1.112314193,1,1,0,90989,85765
15-07-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,26,309,257,52,71.41799884,0,0.871304713,0,1,1,102028,94607
16-07-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,266,208,58,78.47827039,0,1.032015395,0,1,0,97765,88272
17-07-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,29,568,383,185,83.16298619,1,0.872142387,0,1,0,145149,140811
18-07-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,24,555,382,173,82.71014942,1,1.068389884,0,1,0,143562,146143
19-07-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,293,221,72,82.93652523,1,1.019633289,0,1,0,112136,109719
20-07-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,27,513,339,174,76.83322192,1,0.941698401,1,1,0,115141,113701
21-07-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,27,573,389,184,81.40769779,1,1.085686175,1,1,0,121370,131180
22-07-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,25,380,258,122,89.81693719,1,0.913206786,0,1,0,122989,119256
23-07-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,26,280,237,43,71.89628893,1,0.979291206,0,1,0,109913,110220
24-07-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,28,436,314,122,81.62588312,1,1.153599111,0,1,0,129217,136547
25-07-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,24,537,360,177,72.8060268,1,1.04567349,0,1,0,140808,137894
26-07-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,508,367,141,82.53377484,0,0.93939119,0,1,0,124120,127150
27-07-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,30,317,219,98,82.9166065,1,1.022737765,1,1,1,95845,102791
28-07-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,29,556,368,188,93.96364017,1,0.921889122,1,1,0,120298,131113
29-07-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,29,315,225,90,85.25984667,1,1.068697936,0,1,0,114915,106803
30-07-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,24,489,325,164,93.33533301,1,1.137883667,0,1,0,136280,147907
31-07-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,26,420,288,132,78.64873795,1,0.987624136,0,1,0,127118,126917
01-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,218,146,72,93.65661233,1,1.054999521,0,1,0,103779,98761
02-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,28,513,418,95,71.80679273,1,1.013611092,0,1,0,137868,136741
03-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,26,470,343,127,72.55986157,0,0.820533749,1,1,0,99565,109123
04-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,25,261,183,78,83.6902996,1,0.853576488,1,1,1,90284,90150
05-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,308,231,77,73.19624342,1,0.958755191,0,1,0,113351,109468
06-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,28,275,179,96,89.31244615,1,0.817561845,0,1,0,110358,113302
07-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,25,207,163,44,76.15676835,1,0.841748583,0,1,1,101409,96138
08-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,30,579,427,152,71.78757561,1,1.096641208,0,1,0,145787,133420
09-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,28,474,388,86,87.20934698,1,1.165365175,0,1,0,134112,124157
10-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,26,479,329,150,86.69811184,0,1.003140057,1,1,0,101011,93496
11-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,28,478,359,119,93.86003775,1,1.079642482,1,1,1,112493,104661
12-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,29,220,160,60,91.75989771,1,1.040101213,0,1,0,103905,96399
13-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,26,538,405,133,87.14268073,1,0.969698281,0,1,0,141788,145782
14-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,30,478,379,99,71.86654112,1,0.808257376,0,1,1,133671,125166
15-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,440,295,145,86.49552107,1,1.106871731,0,1,0,129989,125976
16-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,30,590,408,182,87.89088876,1,0.938442896,0,1,0,148073,159823
17-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,25,285,234,51,76.44388039,1,0.992285623,1,1,0,92322,91841
18-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,29,436,323,113,87.85217557,1,0.855310211,1,1,1,107992,111610
19-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,27,274,219,55,81.74135642,1,1.098501958,0,1,0,109784,102589
20-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,237,155,82,91.29719956,1,0.906147893,0,1,0,105917,99398
21-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,28,441,296,145,82.29642178,1,0.888658926,0,1,0,129857,117932
22-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,24,258,175,83,94.27135495,1,1.153828795,0,1,0,108616,101424
23-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,25,312,223,89,74.39066164,1,1.117534365,0,1,0,113903,108859
24-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,24,592,467,125,93.4471744,1,1.107359972,1,1,0,123872,115870
25-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,28,521,342,179,82.2024254,1,1.147580558,1,1,1,116210,106650
26-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,331,246,85,77.63383034,1,0.921925258,0,1,0,116378,107548
27-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,25,271,180,91,77.33490362,1,1.105954464,0,1,0,109160,108303
28-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,28,581,432,149,94.86125221,1,1.15286669,0,1,0,147411,138753
29-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,27,392,302,90,92.91055473,0,0.862110641,0,1,0,112153,109108
30-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,29,305,241,64,72.88499646,1,1.139188677,0,1,0,112973,113050
31-08-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,28,339,259,80,91.57571948,1,0.831410874,1,1,0,98478,102227
01-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,24,461,373,88,87.32429484,0,0.971129383,1,0,0,99419,90258
02-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,26,487,333,154,76.54062016,1,0.967349882,0,0,0,135032,143117
03-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,29,524,363,161,87.85329984,1,0.911586478,0,0,0,140151,143736
04-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,26,483,386,97,89.85151565,1,1.029310676,0,0,0,135351,124029
05-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,27,444,371,73,78.58829029,1,1.164108709,0,0,0,129995,139707
06-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,357,264,93,93.46170531,1,0.88481114,0,0,0,120447,130585
07-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,28,385,268,117,84.47342941,1,1.074754431,1,0,0,102723,93705
08-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,27,454,330,124,89.67320265,1,0.833094033,1,0,0,109883,104979
09-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,28,534,392,142,73.36994571,1,0.988113575,0,0,0,140482,149085
10-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,411,293,118,88.08073647,1,1.116686467,0,0,1,126604,132890
11-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,27,316,250,66,72.74070486,1,0.85435446,0,0,0,114284,107073
12-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,27,553,413,140,90.75443107,1,1.053701061,0,0,0,143805,135445
13-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,362,258,104,77.33474189,0,1.12632834,0,0,0,108072,105272
14-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,24,213,176,37,93.66769788,1,0.886856162,1,0,0,85983,85716
15-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,30,528,442,86,79.21294145,0,1.105187755,1,0,0,105084,107569
16-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,445,339,106,80.73303355,1,1.04164356,0,0,0,130243,126828
17-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,560,395,165,84.48449318,1,0.90809955,0,0,0,144269,143187
18-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,26,306,217,89,89.24980703,1,1.007690698,0,0,1,114074,119719
19-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,29,399,288,111,70.63617858,1,1.157097017,0,0,1,124118,112616
20-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,25,308,211,97,90.53000508,1,1.014769305,0,0,0,114391,108727
21-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,413,340,73,88.572718,1,1.127361059,1,0,1,105728,110239
22-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,30,427,331,96,84.45721538,1,1.163529612,1,0,0,106922,115373
23-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,29,280,205,75,88.9323893,1,0.888510636,0,0,0,110935,111194
24-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,25,472,335,137,76.71953245,1,1.042743923,0,0,0,133243,134098
25-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,30,304,238,66,85.83280436,1,1.02242097,0,0,0,113629,104701
26-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,476,381,95,70.51277298,1,1.15626667,0,0,0,133350,131947
27-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,29,227,167,60,75.01916823,1,0.976051079,0,0,0,103741,104417
28-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,30,543,386,157,77.1994652,1,1.147112818,1,0,0,118159,112073
29-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,27,395,294,101,74.43579131,1,0.997839108,1,0,0,103221,98457
30-09-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,24,448,332,116,90.26174043,1,0.964625509,0,0,0,131175,127955
01-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,413,306,107,70.52980616,1,0.990248246,0,0,0,125791,113716
02-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,29,367,271,96,80.27303924,1,0.900177361,0,0,1,120856,116555
03-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,24,560,385,175,70.54119756,1,1.071991419,0,0,0,143432,135154
04-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,30,314,249,65,84.94823567,1,1.14044433,0,0,0,114776,110816
05-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,28,248,177,71,72.96639258,1,1.162541684,1,0,0,88448,81721
06-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,30,305,242,63,94.12579057,1,0.807382568,1,0,0,95206,102642
07-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,27,412,295,117,91.51278716,1,1.119831458,0,0,0,126930,129305
08-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,27,305,211,94,81.88816304,1,0.906681372,0,0,1,113513,117579
09-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,25,284,198,86,71.01219561,1,1.174087124,0,0,0,110340,116721
10-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,27,212,166,46,86.72700042,1,1.129235012,0,0,0,102643,102611
11-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,27,497,400,97,87.97583347,1,0.816487218,0,0,0,136918,125606
12-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,25,534,395,139,88.72068659,1,1.196572677,1,0,0,117836,118710
13-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,30,333,275,58,84.42604655,1,1.128363854,1,0,0,97521,99214
14-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,26,479,338,141,79.19962693,0,1.085384779,0,0,0,120808,126738
15-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,25,208,173,35,74.82006987,1,1.17612472,0,0,0,101449,100062
16-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,28,248,173,75,80.56196876,1,1.189551107,0,0,0,106593,98653
17-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,27,577,415,162,78.34037227,0,0.858784162,0,0,1,131346,125665
18-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,25,293,247,46,81.38677927,1,1.190027569,0,0,1,112043,108974
19-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,24,254,179,75,89.12882902,1,0.926941633,1,0,0,89856,92478
20-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,29,319,211,108,89.43614071,1,0.932152374,1,0,0,96371,97735
21-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,30,296,225,71,74.57309996,1,1.036603813,0,0,0,111994,108770
22-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,26,209,146,63,91.55210215,1,0.877661079,0,0,0,102573,112553
23-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,24,572,445,127,83.6340713,0,1.098201234,0,0,0,131092,133865
24-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,27,384,261,123,74.89165739,1,0.861245378,0,0,0,122573,116131
25-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,27,308,204,104,77.38151575,1,1.021536117,0,0,0,113602,104554
26-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,26,427,341,86,75.13179186,1,0.938444395,1,0,0,106456,99064
27-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,352,275,77,94.74951537,1,1.093384109,1,0,0,99937,94859
28-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,26,295,212,83,73.85040813,1,0.902164168,0,0,0,111831,104241
29-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,26,308,254,54,78.1812577,1,0.907804248,0,0,0,113650,106525
30-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,28,272,177,95,83.00531722,1,1.176856993,0,0,0,109620,104908
31-10-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,29,383,301,82,75.20901973,1,1.164138539,0,0,0,122472,114471
01-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,30,356,260,96,72.05855408,1,0.841492066,0,0,0,119043,128489
02-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,24,411,316,95,87.77324092,1,1.003793095,1,0,0,105488,96631
03-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,29,256,193,63,71.55314427,1,1.087684579,1,0,1,89177,89614
04-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,24,262,206,56,89.50648327,1,0.928918989,0,0,0,108810,106860
05-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,26,237,158,79,73.16405341,1,1.145902358,0,0,0,104829,114942
06-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,342,249,93,77.55959015,1,0.934314633,0,0,0,117693,108560
07-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,443,303,140,77.77801702,1,1.063514447,0,0,0,129826,127173
08-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,26,517,349,168,86.23776234,0,0.951277873,0,0,0,125292,137056
09-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,30,385,322,63,83.02872264,1,1.0099267,1,0,0,102651,110154
10-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,26,493,339,154,75.6218773,1,0.979703957,1,0,0,113081,120251
11-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,585,445,140,83.24437288,1,0.830008836,0,0,1,147194,140066
12-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,26,385,269,116,91.49321959,1,1.019095964,0,0,0,123689,115547
13-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,29,392,326,66,80.09391526,1,1.059498775,0,0,1,123845,128022
14-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,26,592,426,166,79.73872911,1,1.171630544,0,0,1,147824,160518
15-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,407,266,141,79.9227981,1,1.08573931,0,0,0,125635,127061
16-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,396,311,85,91.1892262,1,1.172840946,1,0,0,104159,105650
17-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,24,343,259,84,77.26979861,1,0.988115391,1,0,0,98163,93843
18-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,24,462,346,116,85.00036194,1,1.016376944,0,0,0,132540,139683
19-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,29,457,362,95,80.56717339,1,0.903615684,0,0,0,131674,123432
20-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,24,283,196,87,88.71411796,1,1.08211345,0,0,0,111282,107357
21-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,541,451,90,72.60031136,1,0.890439677,0,0,0,141276,139169
22-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,26,213,173,40,91.96293023,0,0.812984057,0,0,0,92769,92910
23-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,24,398,263,135,79.22197729,1,0.930528103,1,0,0,103761,98415
24-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,25,377,312,65,76.06443007,1,1.180072284,1,0,0,101503,93683
25-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,27,273,192,81,91.28144622,1,1.092541589,0,0,0,110236,112674
26-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,30,498,403,95,91.41420491,1,1.113288583,0,0,0,137244,131442
27-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,463,308,155,86.41178794,0,1.132755226,0,0,0,119470,121411
28-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,27,356,251,105,88.81182727,0,0.913324534,0,0,0,108043,100574
29-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,31,376,304,72,85.76949333,1,0.941419542,0,0,0,122266,121804
30-11-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Monsoon,27,298,206,92,70.14509422,1,1.099567056,1,0,0,93307,93915
01-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,28,402,319,83,72.12609053,1,0.803525933,1,1,0,111306,101329
02-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,28,328,224,104,78.52191349,1,0.939481124,0,1,0,125071,120983
03-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,27,366,286,80,71.59778302,1,0.920380911,0,1,0,129215,119767
04-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,22,402,312,90,73.89753109,1,1.088808457,0,1,0,133673,122000
05-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,27,557,418,139,78.57538691,1,0.842579036,0,1,1,152554,167503
06-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,31,464,354,110,92.2482764,1,0.990098611,0,1,1,142214,137161
07-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,21,279,214,65,92.22730996,1,0.821451356,1,1,0,100011,106209
08-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,28,460,364,96,73.36077707,1,1.04244384,1,1,1,117168,111418
09-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,26,409,269,140,88.83759753,1,0.947448261,0,1,0,135410,140325
10-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,22,586,433,153,83.5940614,1,1.172864688,0,1,0,156335,164471
11-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,29,250,165,85,77.11351526,1,0.831957475,0,1,1,115626,117837
12-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,18,560,371,189,75.3984551,1,0.924962359,0,1,0,152723,151854
13-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,22,496,369,127,80.36302073,1,0.892000181,0,1,0,145341,142778
14-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,29,435,292,143,82.37928981,1,0.909963335,1,1,0,115118,111638
15-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,18,569,464,105,80.5072565,1,1.149179492,1,1,1,128425,139457
16-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,24,457,379,78,74.95260486,0,0.80811199,0,1,0,126303,134654
17-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,20,210,138,72,93.22790882,1,1.199869282,0,1,0,111793,122190
18-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,29,328,239,89,87.55990356,1,1.141182445,0,1,0,125613,116174
19-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,27,377,288,89,86.43735575,1,0.956286977,0,1,1,131426,137494
20-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,31,578,460,118,81.4481145,1,1.077045377,0,1,0,155246,168856
21-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,21,486,320,166,91.75137983,1,1.064212966,1,1,0,120687,112992
22-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,20,470,354,116,92.2686398,1,1.167007187,1,1,0,119113,108785
23-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,24,266,208,58,94.84088621,0,0.8962691,0,1,1,106749,111896
24-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,30,551,456,95,70.77654141,1,0.820208091,0,1,0,151366,153620
25-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,26,296,241,55,70.38706148,1,0.800981835,0,1,0,120743,128997
26-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,29,435,350,85,84.36071208,1,1.169726542,0,1,0,138261,128299
27-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,25,552,361,191,73.33453092,1,1.120915527,0,1,1,151640,160594
28-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,25,344,275,69,72.2243884,1,1.125242019,1,1,0,105511,99214
29-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,28,312,219,93,92.78992216,1,0.818220062,1,1,0,103339,96387
30-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,28,596,440,156,82.65928552,1,0.975989507,0,1,0,157479,146904
31-12-2024,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Winter,24,560,446,114,81.7647954,1,1.014651562,0,1,1,153105,162737
01-01-2024,Kempegowda International Airport,Bengaluru,Winter,15,205,147,58,94.23293008,1,0.963953652,0,0,0,100453,103771
02-01-2024,Kempegowda International Airport,Bengaluru,Winter,12,339,258,81,91.91513196,1,1.011522087,0,0,0,116394,116930
03-01-2024,Kempegowda International Airport,Bengaluru,Winter,23,220,182,38,86.03993323,1,1.160870464,0,0,0,101762,98888
04-01-2024,Kempegowda International Airport,Bengaluru,Winter,17,205,148,57,81.17465725,1,1.064259156,0,0,0,99670,107189
05-01-2024,Kempegowda International Airport,Bengaluru,Winter,25,254,199,55,81.73205695,1,1.144961741,0,0,1,105583,103311
06-01-2024,Kempegowda International Airport,Bengaluru,Winter,26,594,476,118,71.19038069,1,0.828750101,1,0,0,121459,129149
07-01-2024,Kempegowda International Airport,Bengaluru,Winter,25,536,370,166,82.14551397,0,1.137332942,1,0,0,104586,103312
08-01-2024,Kempegowda International Airport,Bengaluru,Winter,26,466,393,73,86.05322867,0,1.089521111,0,0,1,118154,115246
09-01-2024,Kempegowda International Airport,Bengaluru,Winter,26,357,297,60,87.14257628,1,1.133751145,0,0,0,118268,117385
10-01-2024,Kempegowda International Airport,Bengaluru,Winter,16,402,324,78,77.54597801,1,1.048386039,0,0,0,123092,118202
11-01-2024,Kempegowda International Airport,Bengaluru,Winter,19,548,358,190,79.59434826,1,1.084155059,0,0,0,140735,147704
12-01-2024,Kempegowda International Airport,Bengaluru,Winter,16,377,277,100,81.03219507,0,0.96057742,0,0,0,108271,108329
13-01-2024,Kempegowda International Airport,Bengaluru,Winter,14,301,211,90,81.00360516,1,1.043877428,1,0,0,92650,87687
14-01-2024,Kempegowda International Airport,Bengaluru,Winter,22,413,306,107,76.98606056,1,1.149700751,1,0,0,103649,111932
